"ID","org","address","phone","website","lon","lat","zipcode","beds_capacity","type"
150,"Salem Memorial District Hospital","35629 Hwy 72, Sullivan, MO 65560","(573) 729-6626","http://www.smdh.net",-91.569352382,37.66045595,"65560",55,"Critical Access"
151,"Washington County Memorial Hospital","300 Health Way, Potosi, MO 63664","(573) 438-5451","http://www.wcmhosp.org",-90.772665815,37.9259731140001,"63664",25,"Critical Access"
152,"Sullivan County Memorial Hospital","630 West 3rd Street, Milan, MO 63556","(660) 265-4212","http://www.scmhospital.org",-93.133814017,40.2016272860001,"63556",25,"Critical Access"
153,"Texas County Memorial Hospital","1333 S. Sam  Boulevard, Houston, MO 65483","(417) 967-3311","http://www.tcmh.org/",-91.961168535,37.316121685,"65483",66,"General Acute Care"
154,"Putnam County Memorial Hospital","1926 Oak Street, Unionville, MO 63565","(660) 947-2411","http://www.pcmhosp.com",-93.0056460179999,40.48274509,"63565",15,"Critical Access"
155,"Phelps County Regional Medical Center","1000 West Tenth Street, Rolla, MO 65401","(573) 364-9000","http://www.pcrmcphysiciansgroup.com/",-91.785982986,37.9524895330001,"65401",242,"General Acute Care"
156,"Saint Francis Medical Center","211 Saint Francis Drive, Cape Girardeau, MO 63703","(573) 331-3000","http://www.sfmc.net",-89.571144976,37.3035819400001,"63703",308,"General Acute Care"
157,"Perry County Memorial Hospital","434 North West Street, Perryville, MO 63775","(573) 547-2530","http://www.pchmo.org",-89.8656301509999,37.7308824240001,"63775",25,"Critical Access"
158,"Ellett Memorial Hospital","610 North Ohio Avenue, Appleton City, MO 64724","(660) 476-2111","http://www.ellettmemorial.com",-94.021254961,38.192474944,"64724",12,"Critical Access"
159,"Royal Oaks Hospital","307 North Main, Windsor, MO 65360","(660) 647-2182","http://compasshealthnetwork.org/about-us/royal-oaks-hospital/",-93.5185293169999,38.5341333120001,"65360",41,"Psychiatric"
160,"Lafayette Regional Health Center","1500 State Street, Lexington, MO 64067","(660) 259-2203","http://www.lafayetteregionalhealthcenter.com",-93.877277911,39.1897287740001,"64067",32,"Critical Access"
161,"Mercy Hospital Cassville","94 Main Street, Cassville, MO 65625","(417) 847-6000","http://www.mercy.net/northwestarar/practice/mercy-hospital-cassville",-93.872092837,36.674782572,"65625",18,"Critical Access"
162,"Ray County Memorial Hospital","904 Wollard Boulevard, Richmond, MO 64085","(816) 470-5432","http://www.raycountyhospital.com",-93.957421142,39.264377849,"64085",34,"Critical Access"
163,"Cedar County Memorial Hospital","1401 South Park Street El, El Dorado Springs, MO 64744","(417) 876-2511","http://www.cedarcountyhospital.org",-94.0170124089999,37.8602253180001,"64744",25,"Critical Access"
164,"Hedrick Medical Center","2799 North Washington Street, Chillicothe, MO 64601","(660) 646-1480","https://www.saintlukeskc.org/locations/hedrick-medical-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link",-93.551016211,39.817141598,"64601",25,"Critical Access"
165,"Osage Beach Center for Cognitive Disorders","840 Passover Rd, Osage Beach, MO 65065","(573) 302-0319","http://www.osagebeachccd.com/",-92.628889333,38.134963509,"65065",14,"Psychiatric"
166,"Poplar Bluff Regional Medical Center","2620 n Westwood Blvd, Poplar Bluff, MO 63901","(573) 785-7721","http://www.poplarbluffregional.com/locations/poplar-bluff-rmc-oak-grove",-90.4432518899999,36.786910606,"63901",38,"General Acute Care"
167,"Mercy Orthopedic Hospital Springfield","3050 e Riverbluff Boulevard, Ozark, MO 65721","(417) 885-3000","https://www.mercy.net/practice/mercy-orthopedic-hospital-springfield",-93.234741947,37.0989533850001,"65721",48,"Special"
168,"Mercy Rehabilitation Hospital Springfield","5904 s Southwood Road, Springfield, MO 65804","(417) 227-9000","https://www.mercy.net/practice/mercy-rehabilitation-hospital-springfield",-93.235602098,37.1045860020001,"65804",60,"Rehabilitation"
169,"St. Anthony's Medical Center","10010 Kennerly Road, St. Louis, MO 63128","(314) 525-1000","http://www.stanthonysmedcenter.com",-90.380018547,38.5074234100001,"63128",767,"General Acute Care"
170,"Pioneer Community Hospital of Aberdeen","400 South Chestnut Street, Aberdeen, MS 39730","(662) 369-2455","http://www.pchaberdeen.com",-88.54024448,33.8201824110001,"39730",35,"General Acute Care"
171,"Beacham Memorial Hospital","205 North Cherry Street, Magnolia, MS 39652","(601) 783-2351","http://www.beachammemhos.com",-90.45959046,31.1458664000001,"39652",37,"General Acute Care"
172,"Merit Health Rankin","350 Crossgates Boulevard, Brandon, MS 39042","(601) 825-2811","http://www.merithealthrankin.com/",-90.0347478049999,32.2866429870001,"39042",134,"General Acute Care"
173,"Brentwood Behavioral Healthcare","3531 Lakeland Drive, Jackson, MS 39232","(601) 936-2024","http://www.brentwoodjackson.com",-90.100230044,32.3315968580001,"39232",107,"Psychiatric"
174,"Ms State Hospital","3550 Highway 468 West, Whitfield, MS 39193","(601) 351-8000","http://www.msh.state.ms.us",-90.070245357,32.2428057400001,"39193",1479,"Psychiatric"
175,"Alliance Health System","5000 Highway 39 North, Meridian, MS 39303","(601) 483-6211","http://www.alliancehealthcenter.com",-88.6759965679999,32.409301676,"39303",154,"General Acute Care"
176,"South Ms State Hospital","823 Highway 589, Purvis, MS 39475","(601) 794-0100","http://www.smsh.state.ms.us",-89.425213131,31.166602235,"39475",50,"Psychiatric"
177,"Missouri River Medical Center","1501 St Charles St, Fort Benton, MT 59442","(406) 622-3331","http://www.mrmcfb.org",-110.672275718,47.820404468,"59442",52,"Critical Access"
178,"Sidney Health Center","216 14th Ave Sw, Sidney, MT 59270","(406) 488-2100","http://www.sidneyhealth.org",-104.173150842,47.715088961,"59270",118,"Critical Access"
179,"Novant Health Huntersville Medical Center","10030 Gilead Road, Huntersville, NC 28078","(704) 316-4010","https://www.novanthealth.org/huntersville-medical-center.aspx",-80.860260895,35.406444182,"28078",91,"General Acute Care"
180,"Novant Health Matthews Medical Center","1500 Matthews Township Parkway, Matthews, NC 28106","(704) 384-6370","https://www.novanthealth.org/matthews-medical-center.aspx",-80.714078413,35.119984808,"28106",146,"General Acute Care"
181,"Novant Hospital Charlotte Orthopedic Hospital","1901 Randolph Rd, Charlotte, NC 28207","(704) 316-2000","https://www.novanthealth.org/charlotte-orthopedic-hospital.aspx",-80.823521516,35.210797601,"28207",80,"General Acute Care"
182,"Novant Health Rowan Medical Center","612 Mocksville Ave, Salisbury, NC 28144","(704) 210-5000","https://www.novanthealth.org/rowan-medical-center.aspx",-80.470707938,35.6812698420001,"28144",268,"General Acute Care"
183,"Cape Fear Valley - Bladen County Hospital","501 South Poplar Street, Elizabethtown, NC 28337","(910) 862-5179","http://www.capefearvalley.com/bladen/home.html",-78.608004487,34.622433926,"28337",58,"General Acute Care"
184,"Sentara Albemarle Medical Center","1144 North Road Street, Elizabeth City, NC 27906","(252) 384-4600","http://www.sentara.com/albemarle-north-carolina/default.aspx",-76.2179333289999,36.323596314,"27906",182,"General Acute Care"
185,"Carolinas Healthcare System Kings Mountain","706 West King Street, Kings Mountain, NC 28086","(704) 739-3601","http://www.carolinashealthcare.org/kings-mountain",-81.3570579549999,35.2415605350001,"28086",102,"General Acute Care"
186,"Vidant Duplin Hospital","401 North Main St, Kenansville, NC 28349","(910) 296-0941","https://www.vidanthealth.com/duplin/default.aspx",-77.961913309,34.965279679,"28349",101,"General Acute Care"
187,"Novant Health Medical Park Hospital","1950 South Hawthorne Rd, Winston Salem, NC 27103","(336) 718-0600","http://www.novanthealth.org",-80.2961944629999,36.0789451470001,"27103",22,"General Acute Care"
188,"Johnston Medical Center - Smithfield","509 N. Bright Leaf Blvd., Smithfield, NC 27577","(919) 934-8171","http://www.johnstonhealth.org/",-78.334980779,35.514414576,"27577",199,"General Acute Care"
189,"Mcdowell Hospital","430 Rankin Drive, Marion, NC 28752","(828) 659-5000","http://www.mcdhospital.org",-82.0284762799999,35.66339557,"28752",65,"General Acute Care"
190,"Margaret R. Pardee Memorial Hospital","800 North Justice Street, Hendersonville, NC 28791","(828) 696-1000","http://www.pardeehospital.org",-82.467080418,35.320314362,"28791",222,"General Acute Care"
191,"Haywood Regional Medical Center","262 Leroy George Drive, Clyde, NC 28721","(828) 456-7311","http://www.myhaywoodregional.com/",-82.9425088839999,35.5253812770001,"28721",190,"General Acute Care"
192,"Our Community Hospital","921 Junior High Road, Scotland Neck, NC 27874","(252) 826-4144","http://www.och-bltc.org",-77.4297186579999,36.1291421440001,"27874",100,"General Acute Care"
193,"High Point Regional Health System","601 North Elm Street, High Point, NC 27261","(336) 878-6000","http://www.highpointregional.com",-80.0133943169999,35.962823799,"27261",384,"General Acute Care"
194,"Davis Regional Medical Center","218 Old Mocksville Road, Statesville, NC 28687","(704) 873-0281","http://www.davisregional.com",-80.828714738,35.8184286740001,"28687",149,"General Acute Care"
195,"Iredell Memorial Hospital, Incorporated","557 Brookdale Drive, Statesville, NC 28677","(704) 878-4500","http://www.iredellmemorial.org",-80.8780683369999,35.799261529,"28677",247,"General Acute Care"
196,"Vidant Roanoke-Chowan Hospital","500 South Academy Street, Ahoskie, NC 27910","(252) 209-3000","https://www.vidanthealth.com/roanokechowan/dynamic-detail.aspx?id=449",-76.9952349819999,36.2854313030001,"27910",114,"General Acute Care"
197,"Blowing Rock Hospital","418 Chestnut Street, Blowing Rock, NC 28605","(828) 295-3136","https://apprhs.org/locations/blowing-rock-hospital",-81.6779148219999,36.1289168860001,"28605",100,"General Acute Care"
198,"Anson Community Hospital","500 Morven Rd, Wadesboro, NC 28170","(704) 694-5131","http://www.carolinashealthcare.org/anson-community-hospital",-80.075940023,34.961429174,"28170",147,"General Acute Care"
199,"Person Memorial Hospital","615 Ridge Rd, Roxboro, NC 27573","(336) 599-2121","http://www.personhospital.com",-78.984895239,36.4084534690001,"27573",110,"General Acute Care"
200,"Chatham Hospital, Inc.","475 Progress Boulevard, Siler City, NC 27344","(919) 663-2113","http://www.chathamhospital.org",-79.420855358,35.722954498,"27344",25,"General Acute Care"
201,"Murphy Medical Center","3990 East Us Hwy 64, Murphy, NC 28906","(828) 837-8161","http://www.murphymedical.org",-83.966662408,35.072712896,"28906",191,"General Acute Care"
202,"Southeastern Regional Medical Center","300 West 27th St, Lumberton, NC 28359","(910) 671-5000","http://www.srmc.org/main/",-79.0121295329999,34.636910793,"28359",452,"General Acute Care"
203,"Charles A. Cannon, Jr. Memorial Hospital","434 Hospital Drive, Linville, NC 28646","(828) 737-7000","https://apprhs.org/locations/cannon-memorial-hospital",-81.8893571149999,36.0603179240001,"28646",50,"General Acute Care"
204,"J. Arthur Dosher Memorial Hospital","924 Howe St, Southport, NC 28461","(910) 457-3800","http://www.dosher.org",-78.021590312,33.92966195,"28461",100,"General Acute Care"
205,"Carepartners Rehabilitation Hospital","68 Sweeten Creek Road, Asheville, NC 28813","(828) 274-2400","http://www.carepartners.org",-82.53131981,35.5622710920001,"28813",80,"Rehabilitation"
206,"Carolinas Healthcare System Blue Ridge","2201 South Sterling St, Morganton, NC 28655","(828) 580-5000","http://www.blueridgehealth.org/morganton.html",-81.6544922789999,35.726391173,"28655",315,"General Acute Care"
207,"Cape Fear Valley Medical Center","1638 Owen Drive, Fayetteville, NC 28302","(910) 615-6700","http://www.capefearvalley.com",-78.9330536849999,35.031838725,"28302",600,"General Acute Care"
208,"Kernersville Medical Center-Er","1750 Kernersville Medical Pkwy, Kernersville, NC 27284","(336) 564-4000","https://www.novanthealth.org/kernersville-medical-center.aspx",-80.0441503819999,36.0909603210001,"27284",-999,"General Acute Care"
209,"Carolinas Healthcare System - Anson","2301 Us Highway 74 West, Wadesboro, NC 28170","(704) 694-5131","http://www.carolinashealthcare.org/anson",-80.1100856209999,34.977721882,"28170",15,"General Acute Care"
210,"Carolinas Continuecare at Kings Mountain","706 West King Street, Kings Mountain, NC 28086","(980) 487-5520","http://continuecare.org/kings-mountain/",-81.3565487499999,35.241865106,"28086",28,"Long Term Care"
211,"Carolinas Rehabilitation - Northeast","487 Lake Concord Road, Concord, NC 28025","(704) 355-3398","http://www.carolinashealthcare.org/rehabilitation",-80.6008436509999,35.442816061,"28025",40,"Rehabilitation"
212,"Firsthealth Moore Regional Hospital - Hoke Campus","6408 Fayetteville Road, Raeford, NC 28376","(910) 878-6000","https://www.firsthealth.org/directory/hospitals-and-service-locations/firsthealth-moore-regional-hospital-hoke-campus",-79.149218661,35.02100061,"28376",8,"General Acute Care"
213,"Select Specialty Hospital - Greensboro","1200 North Elm Street, Greensboro, NC 27401","(336) 832-5700","http://greensboro.selectspecialtyhospitals.com/",-79.7860481129999,36.091017988,"27401",30,"General Acute Care"
214,"Mountrail County Medical Center","615 6th St Se, Stanley, ND 58784","(701) 628-2424","http://www.stanleyhealth.org",-102.380421892,48.311293849,"58784",11,"Critical Access"
215,"Oakes Community Hospital","1200 n 7th St, Oakes, ND 58474","(701) 742-3291","http://www.oakeshospital.com",-98.088894282,46.1503806630001,"58474",20,"Critical Access"
216,"North Dakota State Hospital","2605 Circle Dr, Jamestown, ND 58402","(701) 253-3650","http://www.nd.gov/dhs/locations/statehospital/",-98.684748531,46.8843327650001,"58402",140,"Psychiatric"
217,"Towner County Medical Center","Hwy 281 N, Cando, ND 58324","(701) 968-4411","http://tcmedcenter.org",-99.211136129,48.493022002,"58324",20,"Critical Access"
218,"Sanford Mayville","42 6th Avenue Se, Mayville, ND 58257","(701) 786-3800","http://www.unionhospital.com",-97.3169078659999,47.500743275,"58257",25,"Critical Access"
219,"Presentation Medical Center","213 Second Ave Ne, Rolla, ND 58367","(701) 477-3161","http://www.pmc-rolla.com",-99.615557842,48.8626424080001,"58367",25,"Critical Access"
220,"Chi St Alexius Health Williston","1301 15th Ave W, Williston, ND 58801","(701) 774-7400","http://www.mercy-williston.org",-103.646013698,48.1559507640001,"58801",25,"Critical Access"
221,"Prairie Saint John's","510 4th Street South, Fargo, ND 58103","(701) 476-7200","http://prairie-stjohns.com/",-96.785005262,46.8691952140001,"58103",110,"Psychiatric"
222,"Lincoln Regional Center","Folsom & West Prospector, Lincoln, NE 68509","(402) 471-4444","http://www.hhs.state.ne.us/beh/rc",-96.7339250059999,40.780780629,"68509",200,"Psychiatric"
223,"Lasting Hope Recovery Center","415 South 25th Avenue, Omaha, NE 68131","(402) 717-5300","http://www.chihealth.com/lasting_hope_recovery_center",-95.948519226,41.255864907,"68131",64,"Psychiatric"
224,"Box Butte General Hospital","2101 Box Butte Ave, Alliance, NE 69301","(308) 762-6660","http://www.bbgh.org",-102.869854944,42.116836542,"69301",25,"Critical Access"
225,"Avera Creighton Hospital","1503 Main St, Creighton, NE 68729","(402) 358-5700","http://www.avera.org/creighton/",-97.9168979359999,42.465918343,"68729",23,"Critical Access"
226,"Central Florida Behavioral Hospital","6601 Central Florida Pkwy, Orlando, FL 32821","(407) 370-0111","http://www.centralfloridabehavioral.com",-81.469593393,28.409114054,"32821",174,"Psychiatric"
227,"Florida Hospital Orlando","601 e Rollins St, Orlando, FL 32803","(407) 303-5600","https://www.floridahospital.com/orlando",-81.369996427,28.574414351,"32803",1368,"General Acute Care"
228,"Florida Hospital East Orlando","7727 Lake Underhill Rd, Orlando, FL 32822","(407) 303-8110","https://www.floridahospital.com/eastorlando",-81.281540116,28.5399802540001,"32822",295,"General Acute Care"
229,"Health Central","10000 w Colonial Dr, Ocoee, FL 34761","(407) 296-1000","http://www.healthcentral.org",-81.5276599279999,28.549662416,"34761",211,"General Acute Care"
230,"Select Specialty Hospital - Orlando North","2250 Bedford Rd, Orlando, FL 32803","(407) 303-7869","http://www.selectspecialtyhospitals.com/company/locations/orlando.aspx",-81.370441796,28.572296725,"32803",35,"Long Term Care"
231,"St Cloud Regional Medical Center","2906 17th St, Saint Cloud, FL 34769","(407) 892-2135","http://www.stcloudregional.com",-81.302806724,28.24362232,"34769",84,"General Acute Care"
