"ID","org","address","phone","email","website","lon","lat","zipcode","capacity_hours"
178,"Street Outreach Team","589 Amsterdam Ave, New York, NY 10024-2342","","","",-73.97380174,40.78923901,"10024",4
179,"Sea Mar Chc - Vancouver Ne 88th St.","1412 NE 88th St, Vancouver, WA 98665-9620","360-574-4074","","http://www.seamar.org",-122.6570895,45.68625,"98665",48
180,"The Myers Clinic","3 Healthcare Dr, Philippi, WV 26416-9405","304-457-2800","","http://www.bcmsa.org",-80.06189772,39.143778,"26416",60
181,"Central Fresno Community Health Center","4711 W Ashlan Ave, Fresno, CA 93722-4307","559-693-2462","","",-119.87863099,36.7934569,"93722",47
182,"United Technical Center Wellness Center","251 Marietta St, Clarksburg, WV 26301-6313","304-622-0008","","http://www.ccwv.org",-80.35844873,39.31153438,"26301",11
183,"Mission City Community Network - Monrovia","513 E Lime Ave Ste 103, Monrovia, CA 91016-2983","818-895-3100","","",-117.99324686564,34.1482152956213,"91016",40
184,"Sjwcfc at Dominguez High School","15301 S San Jose Ave, Compton, CA 90221-3131","323-541-1411","","http://wellchild.org",-118.18175412,33.89418237,"90221",42
185,"Springfield Gardens Educational Campus","14310 Springfield Blvd, Springfield Gardens, NY 11413-3240","718-341-1914","","",-73.75694498,40.66828615,"11413",35
186,"Family Health Care Clinic, Inc. -- Water Valley","102 Blackmur Dr, Water Valley, MS 38965-3003","800-508-7481","","http://www.familyhealthcareclinic.com",-89.63151944,34.15018962,"38965",40
187,"Community Medical Centers, Tracy Grant Line Road","2151 W Grant Line Rd, Tracy, CA 95377-7309","209-373-2800","","",-121.45553974,37.75424552,"95377",66.5
188,"Bartz-Altadonna Community Health Center","43322 Gingham Ave, Lancaster, CA 93535-4569","661-874-4050","","",-118.12226757,34.67012416,"93535",66
189,"Flatlands","10875 Avenue D, Brooklyn, NY 11236-1931","718-257-2978","","",-73.89894952,40.65649451,"11236",24
190,"Community Health Centers of Pinellas, Inc, Clearwater Dental","702 Jasmine Way, Clearwater, FL 33756-4086","727-824-8181","","http://www.chcpinellas.org",-82.79660385,27.95637774,"33756",40
191,"Douglas Family Health","1309 Ocilla Rd, Douglas, GA 31533-2209","912-384-2252","","",-82.86673144,31.51084294,"31533",42
192,"Glenville Elementary Sbh","99 Fairground Rd, Glenville, WV 26351-1305","304-462-7322","","",-80.81721654,38.93859881,"26351",18
193,"Valley View Health Center - Morton","148 Division Ave, Morton, WA 98356-9300","360-496-5101","","",-122.27451269,46.55723146,"98356",40
194,"Endeavor Elementary School","2824 E Victory Rd, Nampa, ID 83687-5138","208-466-7869","","",-116.53600953,43.57596548,"83687",40
195,"Grand Central Neighborhood Association","120 E 32nd St, New York, NY 10016-5502","212-833-0680","","http://www.lmcmc.com",-73.98134499,40.74536778,"10016",24
196,"Alcona Health Center Pickford Medical Clinic","416 N M 129, Pickford, MI 49774-9204","906-647-2217","","http://www.alconahealthcenters.org",-84.36343917,46.16236468,"49774",49
197,"The Burnham at Woodlawn Park","6134 S Cottage Grove Ave, Chicago, IL 60637-2565","773-702-0660","","",-87.60603963,41.78339228,"60637",17
198,"Comprehensive Community Health Centers, Inc-Sunland","8316 Foothill Blvd, Sunland, CA 91040-2850","818-273-8800","","",-118.314324,34.25965447,"91040",56
199,"Calumet High School","3900 Calhoun St, Gary, IN 46408-1753","219-880-1190","","http://www.chn-indiana.org",-87.40831019,41.54785038,"46408",34
200,"Legacy Caroline - Administrative","2808 Caroline St Ste 210, Houston, TX 77004-2759","832-548-5000","","http://www.legacycommunityhealth.org",-95.3725353,29.7425666,"77004",40
201,"Stanton Road Health Center","3240 Stanton Rd SE, Washington, DC 20020-2910","202-889-3754","","http://www.unityhealthcare.org",-76.98064949,38.849274,"20020",60
202,"Maine Avenue Administration/Clinical Center","103 Maine Ave, Bangor, ME 04401-4330","207-945-5247","","http://www.pchcbangor.org/",-68.80774049,44.80124399,"04401",NA
203,"Open Door Community Health Centers","670 9th St Ste 203, Arcata, CA 95521-6249","707-826-8633 x132","","http://www.opendoorhealth.com",-124.08555142,40.86886687,"95521",NA
204,"Unify Family Dental","1095 SE Bishop Blvd, Pullman, WA 99163-5452","509-865-6175","","",-117.16483865,46.71447659,"99163",45
205,"Pulaski/Radford Clinic","5826 Ruebush Rd Ste B, Dublin, VA 24084-2252","540-585-1310","","http://www.chcnrv.org",-80.67025662,37.1154712,"24084",45
206,"New River Health Sbhc - Coal City Elementary","900 Independence Rd, Slab Fork, WV 25920","304-465-1378","","",-81.22443401,37.69841985,"25920",24
207,"Benewah Medical Center","427 12th St, Plummer, ID 83851","208-686-1931","","",-116.8915303,47.3341808,"83851",NA
208,"Wellspace Health - Professional Health Center for Women","4150 Truxel Rd Ste C, Sacramento, CA 95834-3761","916-515-1698","","",-121.50879784,38.64566644,"95834",30
209,"Camai Community Health Ctr, Inc.","School Rd, Naknek, AK 99633","907-246-6155","","http://www.camaichc.org",-157.00637572,58.73202606,"99633",40
210,"San Elizario Satellite Clinic","12101 Socorro Rd, San Elizario, TX 79849-7393","915-851-5519","","http://www.lafe-ep.org",-106.27367089,31.59661191,"79849",40
211,"Central City Community Health Center - Baldwin Park #2","4160 Maine Ave, Baldwin Park, CA 91706","626-653-0800","","",-117.96037053,34.08796234,"91706",NA
212,"Arcadia Children's Health Care Center","250 N Brevard Ave, Arcadia, FL 34266-4406","941-776-4000","","http://www.mcrhs.org",-81.85697498,27.2194374,"34266",44
213,"Cadman Family Health Center","300 Cadman Plz W, Brooklyn, NY 11201-3229","212-633-0815","","",-73.99085781,40.69506,"11201",45
214,"Comstock Elementary School","2420 NW 18th Ave, Miami, FL 33142-7524","305-635-7341","","http://www.borinquenhealth.org",-80.22555163,25.79977079,"33142",40
215,"Central City Community Health Center","2237 W Ball Rd, Anaheim, CA 92804-5314","714-490-2750","","http://centralcityhealth.org",-117.9608693,33.8178381,"92804",46
216,"Carroll Floyd Dr","329 Floyd Dr Ste A, Carrollton, KY 41008-8261","859-567-1591","","",-85.13082905,38.65820734,"41008",40
217,"Vida Sana Family Practice 2","781 Sequoia Ave Ste 3, Lindsay, CA 93247-1448","559-562-9399","","http://www.ariachc.org",-119.096175883236,36.2123337875898,"93247",19
218,"Mission City Community Network -  Parthenia","15210 Parthenia St, North Hills, CA 91343-5305","818-895-3100","","",-118.46367749,34.22813345,"91343",50
219,"Midland Chc -Adult Family Svs","801 E Florida Ave Ste 1090, Midland, TX 79701-8212","432-685-0450","","http://www.midlandchs.org",-102.06494052,31.98935947,"79701",45
220,"Betty Dupree Health Care Center","201 N Bartow St, Nashville, GA 31639-1435","229-686-2774","","http://scpccga.org",-83.25087653,31.208,"31639",42
221,"Community Medical Centers, Gleason House","423 S San Joaquin St, Stockton, CA 95203-3537","209-373-2834","","http://www.communitymedicalcenters.org",-121.2860334,37.94881293,"95203",45
222,"1717 s Calhoun","1717 S Calhoun St, Fort Wayne, IN 46802-5257","260-458-2641","","http://www.nhci.org",-85.13820654,41.069854,"46802",44
223,"Gower Family Medicine","303 S US Highway 169, Gower, MO 64454-9116","816-424-6427","","",-94.59352722,39.60870977,"64454",40
224,"Ross Manor","758 Broadway, Bangor, ME 04401-3224","207-941-8400","","",-68.78255356,44.82675288,"04401",38
225,"Vnacj Community Health Center, Inc.","35 Broad St, Keyport, NJ 07735-1267","732-888-4149","","http://vnachc.org/",-74.20170149,40.43795399,"07735",51.5
226,"Aspire Indiana Health - Noblesville","17840 Cumberland Rd, Noblesville, IN 46060-5409","877-574-1254","barbara.scott@aspireindiana.org","",-85.99571408,40.04877566,"46060",52
227,"Cheboygan Inverness Academy","7461 N Straits Hwy, Cheboygan, MI 49721-8558","231-627-4436","","",-84.52309326,45.57059632,"49721",32
228,"West Salem Clinic Mental Health","1245 Edgewater St NW, Salem, OR 97304-4049","503-588-5816","","http://www.northwesthumanservices.org",-123.05953036,44.94017461,"97304",40
229,"Ingleside Community Health Center","3755 E Virginia Beach Blvd, Norfolk, VA 23502-3238","757-393-6363","","http://www.hrchc.org/",-76.23338703,36.85559081,"23502",32
230,"Avenue 360 Northeast","9816 Memorial Blvd, Humble, TX 77338-4255","281-570-2525","","http://www,avenue360.org",-95.27466222,29.9941724,"77338",40
231,"Completecare Women&#39;s Medical Professionals","105 Manheim Ave Ste 7, Bridgeton, NJ 08302-2139","856-451-4700","","http://www.completecarenj.org",-75.21864593,39.43507455,"08302",55.5
232,"Legacy Sac Site","9401 Southwest Fwy Ste 127, Houston, TX 77074-1407","832-548-5000","","http://www.legacycommunityhealth.org",-95.53848399,29.67858166,"77074",9
233,"Jeffco Family Health Services Center","7495 W 29th Ave, Wheat Ridge, CO 80033-8002","303-761-1100","","http://www.mcpn.org",-105.08067929,39.75846448,"80033",50
234,"Tishomingo Health Care Associates","1310 Main St, Tishomingo, MS 38873","662-438-7474","","http://www.nmphc.org",-88.23202306,34.63853743,"38873",40
235,"Callen-Lorde Mobile Unit","3144 3rd Ave, Bronx, NY 10451-4629","212-271-7200","","http://www.callen-lorde.org",-73.9105424754203,40.8222195278863,"10451",25
236,"White House Clinic - Irvine","30 Stacy Lane Rd, Irvine, KY 40336-7356","606-723-0665","","http://www.whitehouseclinics.com",-84.00050302,37.7031018,"40336",51
237,"Centromed South Park Dental Clinic","910 Wagner Ave, San Antonio, TX 78211-3213","210-922-7000","","http://www.centromedsa.com",-98.53450216,29.36477047,"78211",57
238,"Jane Pauley Community Health Center at Holy Cross North Campus School","1115 Pearl St Rm 209, Anderson, IN 46016-1752","765-642-1848","","",-85.67439983,40.10495249,"46016",40
239,"Rural Health Group at Enfield","114 Market St, Enfield, NC 27823-1423","252-445-2332","","http://www.rhgnc.org",-77.66596043,36.17953089,"27823",45
240,"Shuqualak/Noxubee Health Center (Temporary Site)","17 Mulberry St, Shuqualak, MS 39361-9128","604-793-4845","","http://www.gmhcinc.org",-88.5691103574312,32.9786418276117,"39361",40
241,"Oakhurst Midtown","550 Peachtree St NE, Atlanta, GA 30308-2247","404-888-7575","","",-84.38520573,33.76925405,"30308",40
242,"Careconnect Convenient Care","1909 US Highway 82 W Ste 5, Tifton, GA 31793-8213","229-386-4300","","https://www.ccthealth.org",-83.5440157620761,31.4453724038992,"31793",88
243,"Albion Community Health Center","33 W Main St, Albion, IL 62806-1006","618-445-2287","","http://www.crhpc.org",-88.05817856,38.37692574,"62806",40
244,"Jackson-Hinds Comprehensive Health Center South Clinic","145 Raymond Rd, Jackson, MS 39204-3802","601-372-1800","","http://www.jackson-hinds.com",-90.21063218,32.28284718,"39204",40
245,"Pineville Medical Clinic","251 S Pine St, Pineville, KY 40977-1646","606-337-3500","","http://www.mchcky.org",-83.69607571,36.76001061,"40977",72.5
246,"Lw Higgins High School Sbhc","7201 Lapalco Blvd, Marrero, LA 70072-4523","504-762-8931","","http://www.jchcc.org",-90.12919949,29.882979,"70072",40
247,"Miami Beach Community Health Center North Ste 408","11645 Biscayne Blvd Ste 408, Miami, FL 33181-3148","305-538-8835","","",-80.16574102,25.883108,"33181",40
248,"Patient Home or Residence","712 Jay St, Fossil, OR 97830-8371","541-763-2725","","http://none",-120.21240516,44.99833528,"97830",2
249,"Primary Health Network Administration","100 Shenango Ave, Sharon, PA 16146-1503","724-342-3002","","http://www.primary-health.net",-80.50839446,41.23434645,"16146",40
250,"Bucksport Regional Health Center","110 Broadway, Bucksport, ME 04416-4612","207-469-7371","","http://www.brhc.info",-68.78010661,44.57551028,"04416",44
251,"Lifelong Medical Care - Downtown Oakland Clinic","616 16th St, Oakland, CA 94612-1205","510-451-4270","","http://www.lifelongmedical.org",-122.27434132,37.8072827,"94612",40
252,"Cadillac Schools Behavioral Health Services ( Lincoln School )","125 Ayer St Rm # 149, Cadillac, MI 49601-1220","231-876-5002","","",-85.40395046,44.2615166,"49601",32
253,"North Coast Community Health Center","16110 Detroit Ave, Lakewood, OH 44107-3715","216-228-7878","","http://www.nfpmedcenter.org",-81.81009144,41.48523345,"44107",46.5
254,"Ben Archer Health Center - Hatch","255 NM-187, Hatch, NM 87937","575-267-3280","","http://www.bahcnm.org",-107.16288557,32.66712143,"87937",49
255,"Hrhcare Nyack","84 N Highland Ave, Nyack, NY 10960-1831","844-474-2273","","http://www.hrhcare.org",-73.927630676858,41.0946640185878,"10960",68
256,"Nhclv","333 W Union St, Allentown, PA 18102-5401","484-635-0330","","",-75.46187414,40.60226663,"18102",NA
257,"The Women's Center at Clinton Family","309 Upper Falls Blvd, Rochester, NY 14605-2105","585-922-0200","","http://www.rpcn.org",-77.60981649,43.17043881,"14605",45
258,"Rineyville Healthy Kids Clinic","275 Rineyville School Rd, Rineyville, KY 40162-9763","270-737-7371 x27056","","",-85.97175756,37.74659473,"40162",40
259,"Working Against Violence Inc.",", Rapid City, SD ","605-341-0434","","http://www.chcbh.com",-103.23079999,44.08146,"",4
260,"Genesee Health Services","222 Alexander St # 224, Rochester, NY 14607-4039","585-922-8003","","http://www.rpcn.org",-77.59713988,43.14974245,"14607",61.5
261,"Great Lakes Bay Health Centers Women's Care Bay City","3175 Professional Ct, Bay City, MI 48706-2823","989-667-3377","","https://greatlakesbayhealthcenters.org",-83.92365498,43.60193995,"48706",50
262,"Leatherwood/Blackey Medical Clinic","464 Ky Highway 699, Cornettsville, KY 41731-8749","606-476-2593","","http://www.mchcky.com",-83.08813548,37.11949218,"41731",52.5
263,"Teague Street Admin Office","740 Teague St NW, Aiken, SC 29801-4048","803-380-7000","","",-81.71362646,33.57345737,"29801",NA
264,"Asu Mid South Community College","2000 W Broadway St Trlr I, West Memphis, AR 72301-3829","870-735-3842","","",-90.21813347,35.14653479,"72301",8
265,"Kahuku","56-119 Pualalea St, Kahuku, HI 96731-2052","808-293-9231","","http://www.koolauloachc.org",-157.953447416696,21.6761779114999,"96731",44
266,"Access School Health-North Pontotoc","8324 Highway 15 N, Ecru, MS 38841-9749","662-489-5613","","",-89.02838642,34.36501523,"38841",24
267,"Peabody School-Based Clinic","2727 Jones Ave, Alexandria, LA 71302-5619","318-628-0088","","",-92.43601274,31.29281802,"71302",40
268,"Bridge Community Health Clinic Merrill Dental","503 S Center Ave Ste 6, Merrill, WI 54452-3466","715-848-4884","","",-89.68279383,45.1764185,"54452",40
269,"Greensburg Health Care","2680 Campbellsville Rd, Greensburg, KY 42743-8898","270-299-2222","","",-85.47400138,37.29144921,"42743",40
270,"Newport Center","229 Hedrick Dr, Newport, TN 37821-2902","423-623-1057","","http://www.ruralmedicalservices.org",-83.19731292,35.9644329,"37821",56
271,"Neighborhood Health King Street Dental","4480 King St, Alexandria, VA 22302-1300","703-838-4400","","http://www.neighborhoodhealth.org",-77.10573289,38.83973272,"22302",40
272,"West Miami Middle","7525 Coral Way, Miami, FL 33155-1405","305-261-8383","","",-80.31832875,25.74823146,"33155",40
273,"First Choice Health Centers","3 Prospect St, Vernon Rockville, CT 06066-3215","860-896-1616","","http://www.firstchc.org",-72.44374988,41.86876477,"06066",9
274,"Kiamichi Family Medical Center - Idabel","403 S Indian Rd, Idabel, OK 74745","580-286-6688","","http://www.kiamichimed.org",-94.79174253,33.89227196,"74745",53.75
275,"Hawthorne Elementary School-Based Clinic","1700 28th Ave, Oakland, CA 94601-2455","510-436-6440","","http://www.laclinica.org",-122.22697848,37.78282166,"94601",37
276,"Fcpc Bibb County Health Dept","171 Emery Hwy, Macon, GA 31217-3666","478-238-5665","","http://www.firstchoiceprimarycare.org",-83.62326149,32.84818052,"31217",42.5
277,"Pureview Health Center","1930 9th Ave, Helena, MT 59601-4759","406-443-2584","","http://www.lccountymt.gov/health/chc-health-clinic.html",-112.00611141,46.58917947,"59601",50
278,"Cvch Wenatchee Clinic","600 Orondo Ave Ste 1, Wenatchee, WA 98801-2800","509-662-6000","","http://www.cvch.org",-120.31754353,47.41878829,"98801",73
279,"Cvch Hope Health","145 S Worthen St, Wenatchee, WA 98801-3081","509-662-6000","","http://www.cvch.org",-120.30642388,47.4231491,"98801",9
280,"Caresouth @ Geo Prep Academy Mid City","1900 Lobdell Blvd, Baton Rouge, LA 70806-1725","225-650-2000","","",-91.11776574,30.46466788,"70806",30
281,"Careconnect Urgent Care","1805 Tift Ave N Ste D, Tifton, GA 31794-3579","229-382-5554","","http://ccthealth.org",-83.50307827,31.47140713,"31794",77
282,"Healthy Partners","605 N 2nd St, Blytheville, AR 72315-2034","870-532-6001","","",-89.90425393,35.93306747,"72315",40
283,"Karuk Tribe of California","64236 2nd Ave, Happy Camp, CA 96039","530-493-5257","","http://karuk.us",-123.38002146,41.79245258,"96039",40
284,"Cvhs Charles City","9950 Courthouse Rd, Charles City, VA 23030-3434","804-829-6600","","http://www.cvhsinc.org",-77.07501696,37.352772,"23030",44
285,"Caledonia Central Supervisory Union Twinfield School","106 Nasmith Brook Rd, Plainfield, VT 05667-9060","802-426-3213","","",-72.39438562,44.29958685,"05667",25
286,"Community Health Alliance Outreach Medical Center","335 Record St Ste 250, Reno, NV 89512-3327","775-324-2599","","http://www.chanevada.org",-119.8087471,39.53003152,"89512",50
287,"Cahaba Medical Care - Cj Donald Elementary","715 Valley Rd, Fairfield, AL 35064-2666","205-926-2992","","http://www.cahabamedicalcare.com",-86.90635008,33.49090642,"35064",17.5
